,loss,binary_accuracy,TP,TN,FP,FN,precision,recall,val_loss,val_binary_accuracy,val_TP,val_TN,val_FP,val_FN,val_precision,val_recall
114,0.0003200206847395748,0.8849502205848694,393.0,2453.0,291.0,79.0,0.5745614171028137,0.8326271176338196,0.432979553937912,0.8671875,49.0,284.0,15.0,36.0,0.765625,0.5764706134796143
115,0.00031268870225176215,0.8868159055709839,390.0,2462.0,281.0,83.0,0.5812220573425293,0.8245242834091187,0.4696720838546753,0.8723958134651184,59.0,276.0,25.0,24.0,0.7023809552192688,0.7108433842658997
116,0.000312761461827904,0.8830845952033997,398.0,2442.0,301.0,75.0,0.5693848133087158,0.8414376378059387,0.4915389120578766,0.8411458134651184,22.0,301.0,0.0,61.0,1.0,0.2650602459907532
117,0.0003154308069497347,0.8840174078941345,394.0,2449.0,293.0,80.0,0.5735080242156982,0.8312236070632935,0.40755000710487366,0.9010416865348816,57.0,289.0,14.0,24.0,0.8028169274330139,0.7037037014961243
118,0.00030988320941105485,0.8827736377716064,395.0,2444.0,301.0,76.0,0.5675287246704102,0.8386411666870117,0.40515437722206116,0.8958333134651184,47.0,297.0,3.0,37.0,0.9399999976158142,0.5595238208770752
119,0.000308110611513257,0.8824626803398132,400.0,2438.0,304.0,74.0,0.5681818127632141,0.8438818454742432,0.38339710235595703,0.9088541865348816,50.0,299.0,3.0,32.0,0.9433962106704712,0.6097561120986938
120,0.000315212644636631,0.8812189102172852,398.0,2436.0,308.0,74.0,0.5637393593788147,0.8432203531265259,0.38909125328063965,0.8958333134651184,50.0,294.0,7.0,33.0,0.8771929740905762,0.6024096608161926
121,0.0003049832594115287,0.8874378204345703,409.0,2445.0,298.0,64.0,0.5785006880760193,0.8646934628486633,0.449442058801651,0.8645833134651184,30.0,302.0,0.0,52.0,1.0,0.3658536672592163
122,0.00031271774787455797,0.8818408250808716,406.0,2430.0,312.0,68.0,0.5654596090316772,0.8565400838851929,0.38854697346687317,0.8854166865348816,46.0,294.0,6.0,38.0,0.8846153616905212,0.5476190447807312
123,0.00030902097932994366,0.8871268630027771,394.0,2459.0,284.0,79.0,0.5811209678649902,0.8329809904098511,0.5003179907798767,0.8255208134651184,59.0,258.0,41.0,26.0,0.5899999737739563,0.6941176652908325
124,0.00031940086046233773,0.875,393.0,2421.0,321.0,81.0,0.5504201650619507,0.8291139006614685,0.40692415833473206,0.8802083134651184,42.0,296.0,4.0,42.0,0.9130434989929199,0.5
125,0.0003108516684733331,0.8793532252311707,394.0,2434.0,310.0,78.0,0.5596590638160706,0.8347457647323608,0.6617074608802795,0.65625,72.0,180.0,123.0,9.0,0.3692307770252228,0.8888888955116272
126,0.00030708956182934344,0.8874378204345703,402.0,2452.0,291.0,71.0,0.5800865888595581,0.8498942852020264,0.4122929871082306,0.8854166865348816,42.0,298.0,5.0,39.0,0.8936170339584351,0.5185185074806213
127,0.00031660497188568115,0.8715795874595642,399.0,2404.0,339.0,74.0,0.5406504273414612,0.8435518145561218,0.5456088185310364,0.8125,60.0,252.0,49.0,23.0,0.5504587292671204,0.7228915691375732
128,0.0003144820802845061,0.8765547275543213,389.0,2430.0,313.0,84.0,0.554131031036377,0.8224101662635803,0.4124094247817993,0.8854166865348816,40.0,300.0,0.0,44.0,1.0,0.4761904776096344
129,0.0003040395095013082,0.8830845952033997,396.0,2444.0,300.0,76.0,0.568965494632721,0.8389830589294434,0.41387662291526794,0.8880208134651184,45.0,296.0,5.0,38.0,0.8999999761581421,0.5421686768531799
130,0.00030814207275398076,0.8865049481391907,398.0,2453.0,289.0,76.0,0.5793304443359375,0.8396624326705933,0.4054802358150482,0.8880208134651184,41.0,300.0,1.0,42.0,0.976190447807312,0.4939759075641632
131,0.0003103937197010964,0.8796641826629639,401.0,2428.0,314.0,73.0,0.5608391761779785,0.8459915518760681,0.8712273240089417,0.34375,80.0,52.0,249.0,3.0,0.24316109716892242,0.9638554453849792
132,0.0003136907471343875,0.8830845952033997,397.0,2443.0,298.0,78.0,0.5712230205535889,0.8357895016670227,0.4354349672794342,0.8880208134651184,51.0,290.0,12.0,31.0,0.8095238208770752,0.6219512224197388
133,0.00031157571356743574,0.8818408250808716,383.0,2453.0,293.0,87.0,0.5665680766105652,0.8148936033248901,0.39234593510627747,0.890625,46.0,296.0,4.0,38.0,0.9200000166893005,0.5476190447807312
134,0.0003183862136211246,0.8684701323509216,400.0,2393.0,349.0,74.0,0.534045398235321,0.8438818454742432,0.42936280369758606,0.890625,56.0,286.0,14.0,28.0,0.800000011920929,0.6666666865348816
135,0.00031713067437522113,0.8771766424179077,394.0,2427.0,316.0,79.0,0.5549295544624329,0.8329809904098511,0.5963475704193115,0.6927083134651184,66.0,200.0,102.0,16.0,0.3928571343421936,0.8048780560493469
136,0.0003008740895893425,0.8921020030975342,410.0,2459.0,283.0,64.0,0.5916305780410767,0.8649789094924927,0.42774662375450134,0.890625,49.0,293.0,7.0,35.0,0.875,0.5833333134651184
137,0.00029875501058995724,0.8970771431922913,402.0,2483.0,261.0,70.0,0.6063348650932312,0.8516949415206909,0.425932377576828,0.8854166865348816,56.0,284.0,16.0,28.0,0.7777777910232544,0.6666666865348816
138,0.00031201247475109994,0.8771766424179077,392.0,2429.0,312.0,83.0,0.5568181872367859,0.8252631425857544,0.9653041362762451,0.2786458432674408,80.0,27.0,274.0,3.0,0.2259887009859085,0.9638554453849792
139,0.0003073816478718072,0.8746890425682068,393.0,2420.0,323.0,80.0,0.5488826632499695,0.830866813659668,0.41868671774864197,0.875,37.0,299.0,2.0,46.0,0.9487179517745972,0.4457831382751465
140,0.0003114135761279613,0.8874378204345703,393.0,2461.0,282.0,80.0,0.5822222232818604,0.830866813659668,0.44348952174186707,0.875,47.0,289.0,13.0,35.0,0.7833333611488342,0.5731707215309143
141,0.0003089052333962172,0.88215172290802,404.0,2433.0,310.0,69.0,0.5658263564109802,0.8541226387023926,0.493867963552475,0.8255208134651184,56.0,261.0,39.0,28.0,0.5894736647605896,0.6666666865348816
142,0.000308019487420097,0.8777984976768494,399.0,2424.0,320.0,73.0,0.5549374222755432,0.8453390002250671,0.6412975788116455,0.7135416865348816,73.0,201.0,100.0,10.0,0.4219653308391571,0.8795180916786194
143,0.00030674695153720677,0.8833954930305481,395.0,2446.0,300.0,75.0,0.568345308303833,0.8404255509376526,0.42190444469451904,0.9010416865348816,53.0,293.0,7.0,31.0,0.8833333253860474,0.6309523582458496
144,0.00031865283381193876,0.8790422677993774,392.0,2435.0,309.0,80.0,0.5592011213302612,0.8305084705352783,0.5240275859832764,0.796875,66.0,240.0,59.0,19.0,0.527999997138977,0.7764706015586853
145,0.00031614190083928406,0.8802860975265503,386.0,2445.0,297.0,88.0,0.5651537179946899,0.8143460154533386,0.5887561440467834,0.7552083134651184,63.0,227.0,73.0,21.0,0.4632352888584137,0.75
